code,facility_uuid,district_name,Directorate_name,facility_name,facility_type_name,Total User Count,User Login Count,Registration Count,Lab Order Count,Admission Count,Total Department Count,Total Active Department Count,Total Doctor Count,Login Doctor Count,Total Nurse Count,Login Nurse Count
PHC852,1585,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Ithalar,PHC,7,6,238,228,0,13,3,2,2,1,0
PHC853,1586,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Kallatty,PHC,7,6,507,475,0,13,3,2,2,1,0
PHC854,1587,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Kookkalthorai,PHC,7,6,352,122,0,13,3,2,2,1,0
PHC855,1588,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),M.Palada,PHC,7,6,762,836,0,13,3,2,1,1,0
PHC856,1589,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Naduvattam,PHC,7,6,242,234,0,13,3,2,1,1,0
PHC857,1590,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Sholur,PHC,7,6,256,524,0,13,2,2,1,1,0
PHC858,1591,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Thummanatty,PHC,7,6,754,944,0,13,3,2,1,1,0
PHC859,1592,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Thunery,PHC,7,6,763,2353,0,13,3,2,2,1,0
PHC860,1593,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Uthagamandalem Uhp,UPHC,7,6,675,707,0,13,3,2,1,1,0
PHC861,1594,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Adaikkampatti,PHC,7,6,1927,3861,0,13,4,2,2,1,0
PHC862,1595,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Adanur,PHC,7,6,2154,3231,0,13,2,2,2,1,0
PHC863,1596,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Chettikulam,PHC,7,6,1966,2325,0,13,3,2,2,1,0
PHC864,1597,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Melamathur,PHC,7,6,1892,3350,0,13,3,2,2,1,0
PHC865,1598,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Padalur,PHC,7,6,1927,4616,0,13,3,2,2,1,0
PHC866,1599,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Elambalur,PHC,7,6,1654,3014,0,13,3,2,2,1,0
PHC867,1600,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Esanai,PHC,7,6,1998,4730,0,13,3,2,2,1,0
PHC868,1601,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Kalpadi,PHC,7,6,1342,1927,0,13,2,2,2,1,0
PHC869,1602,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Kurumbalur,PHC,7,6,1790,3088,0,13,4,2,2,1,0
PHC870,1603,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Ladapuram,PHC,7,6,2771,6159,0,13,4,2,2,1,0
PHC871,1604,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Velur,PHC,7,6,1956,2996,0,13,3,2,2,1,0
PHC873,1606,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Anukkur,PHC,7,6,1779,3068,0,13,3,2,2,1,0
PHC874,1607,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Arumbavoor,PHC,7,6,1399,1765,0,13,3,2,2,1,0
PHC875,1608,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Kaikalathur,PHC,7,6,2206,2379,0,13,4,2,2,1,0
PHC876,1609,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Neikuppai,PHC,7,6,1449,2694,0,13,4,2,2,1,0
PHC877,1610,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Pasumbalur,PHC,7,6,1497,4849,0,13,4,2,2,1,0
PHC878,1611,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),V.Kalathur,PHC,7,6,1566,1773,0,13,4,2,2,1,0
PHC879,1612,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Valikandapuram,PHC,7,6,1702,2720,0,13,4,2,2,1,0
PHC880,1613,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Athiyur,PHC,7,6,1612,3170,0,13,3,2,1,1,0
PHC881,1614,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Kunnam,PHC,7,6,2158,3199,0,13,4,2,2,1,0
PHC882,1615,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Maruvathur,PHC,7,6,1427,2836,0,13,3,2,2,1,0
PHC883,1616,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Murukkankudi,PHC,7,6,3038,9708,0,13,4,2,2,1,0
PHC884,1617,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Perumathur,PHC,7,6,1616,3914,0,13,5,2,2,1,0
PHC885,1618,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Thungapuram,PHC,7,6,3233,5864,0,13,4,2,2,1,0
PHC886,1619,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Cauvery Nagar,PHC,7,6,1124,1052,0,13,4,2,2,1,0
PHC887,1620,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Madhiyanallur,PHC,7,6,1948,3510,0,13,5,2,2,1,0
PHC888,1621,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Malaikudipatty,PHC,7,6,1901,3250,0,13,4,2,2,1,0
PHC889,1622,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Mukkanamalaipatti,PHC,7,6,1414,2037,0,13,4,2,2,1,0
PHC890,1623,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Narthamalai,PHC,7,6,1278,1204,0,13,4,2,2,1,0
PHC891,1624,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Pulvayal,PHC,7,6,1175,2525,0,13,5,2,2,1,0
PHC892,1625,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Rappoosal,PHC,7,6,1885,3790,0,13,4,2,2,1,0
PHC893,1626,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Sathiyamangalam,PHC,7,6,1189,1148,0,13,4,2,2,1,0
PHC894,1627,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Thennalur,PHC,7,6,1601,1737,0,13,4,2,2,1,0
PHC895,1628,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Athani,PHC,7,6,1079,868,0,13,4,2,2,1,0
PHC896,1629,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Maramadakki,PHC,7,6,634,595,0,13,3,2,1,1,0
PHC897,1630,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Merpanaikadu,PHC,7,6,1685,3076,0,13,4,2,1,1,0
PHC898,1631,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Poovaimanagar,PHC,7,6,1900,4017,0,13,4,2,2,1,0
PHC899,1632,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Silattur,PHC,7,6,1079,1724,0,13,4,2,2,1,0
PHC900,1633,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Aranthangi Uphc,UPHC,7,6,743,654,0,13,3,2,2,1,0
PHC901,1634,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Embal,PHC,7,6,1821,1754,0,13,3,2,2,1,0
PHC902,1635,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Kadiyapatti,PHC,7,6,2013,3940,0,13,4,2,2,1,0
PHC903,1636,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Keelanilai,PHC,7,6,2838,4703,0,13,3,2,2,1,0
PHC904,1637,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Rayavaram,PHC,7,6,1423,2069,0,13,3,2,2,1,0
PHC905,1638,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Karur,PHC,7,6,999,1647,0,13,3,2,1,1,0
PHC906,1639,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Mimisal,PHC,7,6,1734,1963,0,13,3,2,2,1,0
PHC907,1640,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Thirupunavasal,PHC,7,6,1848,4105,0,13,3,2,2,1,0
PHC908,1641,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Veeradipatti,PHC,7,6,2183,2953,0,13,5,2,2,1,0
PHC909,1642,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Vellalaviduthi,PHC,7,6,2748,3684,0,13,3,2,2,1,0
PHC910,1643,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Kottaikadu,PHC,7,6,1623,2860,0,13,3,2,2,1,0
PHC911,1644,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Kulanthirampattu,PHC,7,6,1273,2088,0,13,3,2,2,1,0
PHC912,1645,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Pappapatty,PHC,7,6,1314,1366,0,13,4,2,1,1,0
PHC913,1646,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Regunathapuram,PHC,7,6,1117,1662,0,13,3,2,2,1,0
PHC914,1647,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Vanakkankadu,PHC,7,6,1172,1588,0,13,3,2,2,1,0
PHC915,1648,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Thirumalairayapuram,PHC,7,6,1098,1082,0,13,4,2,2,1,0
PHC916,1649,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Uppiliyakkudi,PHC,7,6,1107,1930,0,13,3,2,2,1,0
PHC917,1650,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Visalikovil,PHC,7,6,1489,1659,0,13,3,2,2,1,0
PHC918,1651,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Ammapattinam,PHC,7,6,1624,1898,0,13,3,2,2,1,0
PHC919,1652,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Kottaippattinam,UG-PHC,7,6,704,667,0,13,4,2,1,1,0
PHC920,1653,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Nerkuppam,PHC,7,6,373,289,0,13,2,2,2,1,0
PHC921,1654,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Perumarudur,PHC,7,6,1909,3419,0,13,4,2,2,1,0
PHC922,1655,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Ammankurichy,PHC,7,6,886,1146,0,13,4,2,2,1,0
PHC923,1656,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Koppanapatty,PHC,7,6,1466,2289,0,13,3,2,2,1,0
PHC924,1657,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Melasivapuri,PHC,7,6,880,1211,0,13,4,2,2,1,0
PHC925,1658,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Melathaniyam,PHC,7,6,1675,1751,0,13,4,2,2,1,0
PHC926,1659,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Ponnamaravathi,PHC,7,6,1176,1396,0,13,4,2,2,1,0
PHC928,1661,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Kovilpatti Uhp,UPHC,7,6,823,1398,0,13,3,2,2,1,0
PHC929,1662,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Perungalur,PHC,7,6,936,996,0,13,3,2,2,1,0
PHC930,1663,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Varappur,PHC,7,6,847,866,0,13,4,2,2,1,0
PHC931,1664,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Konapattu,PHC,7,6,882,1681,0,13,4,2,2,1,0
PHC932,1665,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Panayapatti,PHC,7,6,997,1474,0,13,3,2,2,1,0
PHC933,1666,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Rangiem,PHC,7,6,690,1238,0,13,3,2,2,1,0
PHC934,1667,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Virachilai,PHC,7,6,1176,2460,0,13,5,2,2,1,0
PHC935,1668,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Arayapatti,PHC,7,6,1829,3070,0,13,2,2,2,1,0
PHC936,1669,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Keeramangalam,UG-PHC,7,6,2497,4522,0,13,4,2,2,1,0
PHC937,1670,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Kothamangalam,PHC,7,6,1220,1541,0,13,4,2,2,1,0
PHC938,1671,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Muthupattinam,PHC,7,6,500,543,0,13,3,2,2,1,0
PHC939,1672,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Neduvasal East,PHC,7,6,1409,2137,0,13,3,2,2,1,0
PHC940,1673,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Thiruvarankulam,PHC,7,6,2569,6614,0,13,4,2,2,1,0
PHC941,1674,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Vallathirakottai,PHC,7,6,763,709,0,13,3,2,2,1,0
PHC942,1675,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Vennavalkudi,PHC,7,6,564,598,0,13,4,2,2,1,0
PHC943,1676,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Avur,PHC,7,6,956,1989,0,13,4,2,2,1,0
PHC944,1677,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Kalamavur,PHC,7,6,1734,3290,0,13,3,2,2,1,0
PHC945,1678,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Kodumbalur,PHC,7,6,2306,3667,0,13,4,2,2,1,0
PHC946,1679,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Mandaiyur,PHC,7,6,1721,6447,0,13,4,2,1,1,0
PHC947,1680,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Palandampatti,PHC,7,6,1707,2679,0,13,4,2,2,1,0
PHC948,1681,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Rasanaickenpatti,PHC,7,6,1375,2004,0,13,3,2,2,1,0
PHC949,1682,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Manjur,PHC,7,6,5708,4919,0,13,4,2,2,1,0
PHC950,1683,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Appanoor,PHC,7,6,5191,5818,0,13,5,2,2,1,0
PHC951,1684,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Ervadi,UG-PHC,7,6,4916,4836,0,13,5,2,2,1,0
PHC952,1685,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Melakkidaram,PHC,7,6,5813,5699,0,13,4,2,2,1,0
PHC953,1686,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Melasirupothu,PHC,7,6,5173,5601,0,13,4,2,2,1,0
PHC954,1687,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Narippaiyoor,PHC,7,6,4793,4144,0,13,3,2,2,1,0
PHC955,1688,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Sikkal,PHC,7,6,5279,6209,0,13,4,2,2,1,0
PHC956,1689,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Uchinatham,PHC,7,6,5175,4488,0,13,3,2,2,1,0
PHC957,1690,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Valinokkam,PHC,7,6,5022,5277,0,13,5,2,2,1,0
PHC958,1691,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Kovilangulam,PHC,7,6,4611,4883,0,13,4,2,2,1,0
PHC959,1692,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Mandalamanickam,PHC,7,6,4720,3475,0,13,4,2,2,1,0
PHC960,1693,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Melaramanathi,PHC,7,6,5822,5030,0,13,4,2,2,1,0
PHC961,1694,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Natham,PHC,7,6,6426,4574,0,13,4,2,2,1,0
PHC962,1695,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Perunali,PHC,7,6,5081,7242,0,13,5,2,2,1,0
PHC963,1696,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Ramasamy Patty,PHC,7,6,5180,4607,0,13,5,2,2,1,0
PHC964,1697,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Keelakarai Uphc,UPHC,7,6,5696,16358,0,13,4,2,2,1,0
PHC965,1698,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Mandapam,UG-PHC,7,6,5364,8108,0,13,4,2,2,1,0
PHC966,1699,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Pamban,PHC,7,6,6213,10192,0,13,4,2,2,1,0
PHC967,1700,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Pudumadam,PHC,7,6,5316,7729,0,13,3,2,2,1,0
PHC968,1701,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Puduvalasai,PHC,7,6,7298,14031,0,13,4,2,2,1,0
PHC969,1702,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Thamaraikulam,PHC,7,6,8287,17274,0,13,5,2,2,1,0
PHC970,1703,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Thangachimadam,PHC,7,6,5683,13868,0,13,4,2,2,1,0
PHC971,1704,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Vedhalai,PHC,7,6,3566,4480,0,13,3,2,2,1,0
PHC972,1705,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Melakkodumalur,PHC,7,6,6307,9470,0,13,4,2,2,1,0
PHC973,1706,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Theriruveli,PHC,7,6,5047,4141,0,13,3,2,2,1,0
PHC974,1707,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Thiruvarangam,PHC,7,6,4291,2946,0,13,4,2,1,1,0
PHC975,1708,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Ariyankottai,PHC,7,6,3421,3320,0,13,3,2,1,1,0
PHC976,1709,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),P.Kodikkulam,PHC,7,6,4253,4536,0,13,4,2,2,1,0
PHC977,1710,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Pamboor,PHC,7,6,4163,8170,0,13,5,2,1,1,0
PHC978,1711,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Venkitankurichi,PHC,7,6,4621,2975,0,13,4,2,1,1,0
PHC979,1712,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Emaneswaram Uphc,UPHC,8,7,7568,5374,0,13,5,2,2,1,0
PHC981,1714,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Anandur,PHC,7,6,7933,10473,0,13,4,2,2,1,0
PHC982,1715,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Sholandur,PHC,7,6,7681,8364,0,13,4,2,2,1,0
PHC983,1716,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Thiruppalaikudi,PHC,7,6,7618,11326,0,13,3,2,2,1,0
PHC984,1717,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Chittarkottai,PHC,7,6,5143,5724,0,13,5,2,2,1,0
PHC985,1718,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Kavanoor,PHC,7,6,6390,14261,0,13,4,2,2,1,0
PHC986,1719,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Ramanathapuram Uphc,UPHC,8,7,6521,6681,0,13,5,2,2,1,0
PHC987,1720,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Rameswaram Uphc,UPHC,7,6,4391,8401,0,13,4,2,2,1,0
PHC988,1721,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Regunathapuram,PHC,7,6,8264,12039,0,13,5,2,2,1,0
PHC989,1722,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),T.U.Mangai,PHC,7,6,7384,9257,0,13,11,2,2,1,0
PHC990,1723,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Thiruppullani,PHC,7,6,7002,10499,0,13,3,2,2,1,0
PHC991,1724,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Velanoor,PHC,7,6,7017,12321,0,13,4,2,2,1,0
PHC992,1725,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Mangalakkudi,PHC,7,6,8020,7938,0,13,4,2,2,1,0
PHC993,1726,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Pandukudi,PHC,7,6,6928,20279,0,13,4,2,2,1,0
PHC994,1727,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),S.P.Pattinam,PHC,7,6,8852,21159,0,13,4,2,2,1,0
PHC995,1728,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Thiruvetriyur,PHC,7,6,5842,8521,0,13,3,2,2,1,0
PHC996,1729,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Vellaiyapuram,PHC,7,6,5409,6768,0,13,4,2,2,1,0
PHC997,1730,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Keeripatti,PHC,7,6,1645,3132,0,13,4,2,1,1,0
PHC998,1731,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Kothampadi,PHC,7,6,1711,2180,0,13,4,2,2,1,0
PHC999,1732,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Manjini,PHC,7,6,1610,1670,0,13,4,2,2,1,0
PHC1000,1733,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Thennankudipalayam,PHC,7,6,1158,1861,0,13,3,2,2,1,0
PHC1001,1734,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Attur Uphc,UPHC,8,7,2153,5070,0,13,2,2,2,1,0
PHC1002,1735,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Achankuttaipatti,PHC,7,6,1154,2575,0,13,3,2,1,1,0
PHC1003,1736,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Arunuthumalai,PHC,7,6,734,642,0,13,4,2,2,1,0
PHC1004,1737,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Koothattupatty,PHC,7,6,1796,2671,0,13,4,2,2,1,0
PHC1005,1738,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Masinaickenpatti,PHC,7,6,2013,3341,0,13,4,2,2,1,0
PHC1006,1739,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Valaisayur,PHC,7,6,2371,3203,0,13,3,2,1,1,0
PHC1007,1740,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Chettimankurichi,PHC,7,6,1277,2658,0,13,3,2,2,1,0
PHC1008,1741,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Dadapuram,PHC,7,6,859,1413,0,13,4,2,2,1,0
PHC1009,1742,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Koneripatti,PHC,7,6,1238,2694,0,13,4,2,2,1,0
PHC1010,1743,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Pakkanadu,PHC,7,6,929,2293,0,13,3,2,2,1,0
PHC1011,1744,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Poolampatti,PHC,7,6,1536,3453,0,13,4,2,2,1,0
PHC1012,1745,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Goodamalai,PHC,7,6,2444,3018,0,13,4,2,2,1,0
PHC1013,1746,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Pachamalai,PHC,7,6,1680,1771,0,13,4,2,2,1,0
PHC1014,1747,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Sendarapatti,PHC,7,6,1960,2300,0,13,4,2,2,1,0
PHC1015,1748,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Thedavur,PHC,7,6,2396,2389,0,13,3,2,2,1,0
PHC1016,1749,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Edappadi Uphc,UPHC,8,7,1277,2367,0,13,4,2,1,1,0
PHC1017,1750,Salem,Directorate Of Public Health And Preventive Medicine(DPH),K.N.Pudur,PHC,7,6,1458,1511,0,13,3,2,2,1,0
PHC1018,1751,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Ondiveeranur,PHC,7,6,1258,1843,0,13,4,2,2,1,0
PHC1019,1752,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Semandapatti,PHC,7,6,1401,2017,0,13,4,2,2,1,0
PHC1020,1753,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Moolakadai,PHC,7,6,623,461,0,13,4,2,2,1,0
PHC1021,1754,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Sathiyanagar,PHC,7,6,693,335,0,13,4,2,1,1,0
PHC1022,1755,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Samudram,PHC,7,6,744,995,0,13,4,2,1,1,0
